Contact Id,Tag Added,Should have Added,Status
n75N0tfacSaHg09kN7EM,yes,question not found - skip add tag,effected
ELpWADfvp9N75nCVnZgv,no,no,not-effected
9YnfM75NFmMNHom4TEK8,yes,question not found - skip add tag,effected
bZUiO8BulNYPHLNd8Okc,no,no,not-effected
8A1KG5UXllyX1nZYpOie,no,no,not-effected
r2rnLou3SOMCimz0Iaxq,no,no,not-effected
PTtrcSfjmV7DzDj6nWNn,yes,question not found - skip add tag,effected
K6ADxvBmbFPcgsVUB9oV,no,no,not-effected
pypU8Ci2wFXxWULZLHcn,yes,question not found - skip add tag,effected
L1BNcRO2NZPz3KQlEFWS,no,no,not-effected
bzgTTjElFqDcvIKY8iIQ,no,no,not-effected
BaUrdtTTrCziBqeLZvJ2,no,no,not-effected
jgE6FfcY9M4K5Gf7wHqe,yes,question not found - skip add tag,effected
V8FWB77sMYocAFRfXJSM,yes,question not found - skip add tag,effected
VcrW3ZubjYBAsVz6dWoz,yes,question not found - skip add tag,effected
EFQ3KOnsyYRhMZEWDCYH,yes,question not found - skip add tag,effected
sOvJgeFJHJTqgr5X9YJ0,no,no,not-effected
eGbjRFgs551pRNnHuflk,yes,question not found - skip add tag,effected
8HFImUg6COOiFzHySen2,no,no,not-effected
GJOpdTycY7cJJjwQ0M3A,no,no,not-effected
YSXzC6cnpt0NDoT6eXTR,yes,question not found - skip add tag,effected
GBAKEe344GxmWiPKthJm,no,no,not-effected
gRGLJoA8hBDYusEmZcjd,no,no,not-effected
1itwQC0u7T7MyfuVRPgO,no,no,not-effected
GsyjpoTwKUegYfk3TUDF,yes,question not found - skip add tag,effected
igTPSAWzBLqHBZY4bkRJ,no,no,not-effected
wwTCZxAsa3D7ogEq03vZ,yes,question found but answer not found - add tag,not-effected
EHvqn9am7chLShZ0WnHN,no,no,not-effected
5pE7mgceb9hSq9TLwBgD,yes,question not found - skip add tag,effected
LqB8gJpIQs76UaBESxjx,yes,question not found - skip add tag,effected
ZewIdTcsHksf2kQdi22h,no,no,not-effected
wXTfV7uKd4ZDWEr0JbaB,no,no,not-effected
clVbBdvpHhJGfVps14Xl,yes,question not found - skip add tag,effected
azWDQCGPNSb3xovB2Ixm,no,no,not-effected
3GJgrd0kjYboweEVqHPF,yes,question not found - skip add tag,effected
HURaEut088hgWnWhyXlY,yes,question not found - skip add tag,effected
4bINtmWBylHEBSwq4p6j,no,no,not-effected
6Y0U5xg23t05FdejivCJ,no,no,not-effected
kbPuNzOFLYuakZCm3aTm,yes,question not found - skip add tag,effected
ueK6XgRdYsuG7IfypCjB,yes,question not found - skip add tag,effected
FrmUQYysmGcRIut0my97,no,no,not-effected
3cSc1hGEx15QrbbnVrux,no,no,not-effected
aIHY2lHKQaV3eti6ekHY,yes,question not found - skip add tag,effected
JJPPZGIUqtb9hvYRf81X,yes,question not found - skip add tag,effected
H6eF4lxZXS2W87kGt72e,yes,question not found - skip add tag,effected
F5rMZwBJTh2zciyptw59,no,no,not-effected
QWj7vClPLXjXpd6G6GQG,yes,question not found - skip add tag,effected
85eJbQKYXXHuvnR7rM71,yes,question not found - skip add tag,effected
O4GavxGFJmeHsSs8tDIU,no,no,not-effected
YPHpj5E1sNJ8Xls95kit,yes,question not found - skip add tag,effected
3xDe3e4P2GOw3D9LfgRY,yes,question not found - skip add tag,effected
A6gwwqOvy4uamzpRRixI,yes,question not found - skip add tag,effected
Vq3ryVnlUc1kFQwL5TUS,yes,question not found - skip add tag,effected
sGpjpyXTFgaAhAo0A4Bm,yes,question not found - skip add tag,effected
pevFtPd5jlfIU2eIg2z3,yes,question not found - skip add tag,effected
A2MO575mrcVrwm07GFf9,yes,question not found - skip add tag,effected
BKwmKb4cGzfZ6wUE9rY7,yes,question not found - skip add tag,effected
dtgyCl2gFYcuS8E2jCve,no,no,not-effected
3YHaG9S25Yx2RerCX2jF,yes,question not found - skip add tag,effected
czhKBjxGrGDlzqppbjpP,no,no,not-effected
vJW5fHNYpafGN4DxTwAe,no,no,not-effected
f6F6YOcHMgMMwW5TLDEH,yes,question not found - skip add tag,effected
tz5ebKjOMATNJskTVAzf,yes,question not found - skip add tag,effected
xqPLZgZ3BA3c48kHJqI0,no,no,not-effected
I4HGQH4Xnu59srm5q0vm,yes,question not found - skip add tag,effected
lB6W7Dcxnc1xVVG8Ud7g,no,no,not-effected
WwtWGUHZnD1s2G38IFcv,yes,question not found - skip add tag,effected
v3FxaK1XBgsMWa2l3zwQ,yes,question not found - skip add tag,effected
9iOos7fLQ8DgWjXiJ81v,yes,question not found - skip add tag,effected
sm8z7c0I1rJzciReWN78,no,no,not-effected
TGs5QopsQk2vo3gCxRij,yes,question not found - skip add tag,effected
nguQJEy1z9srMgQByjyc,no,no,not-effected
I2xi4ZsRf7J6WRO7Zfum,yes,question not found - skip add tag,effected
KgJuUdUOY2iLlOXx9RTz,yes,question not found - skip add tag,effected
LJmUCQgDiFuvAtJOVEe4,no,no,not-effected
8GyDdAoicXkz6AClcNep,yes,question not found - skip add tag,effected
N9TikRwrBoaDKwWYuRmO,yes,question not found - skip add tag,effected
DdfZ01euiR874Jml8wkL,yes,question not found - skip add tag,effected
z7fnDk6d2jMaynHggccs,no,no,not-effected
PZ3Xm2vpj3M8HZDgPEwE,yes,question not found - skip add tag,effected
eLN9LVLy2AsBlyvuu1mT,yes,question not found - skip add tag,effected
5JHvTdE9WKmZG0ntFsFy,no,no,not-effected
emBFE1hsaHbPW6pkqQbh,yes,question not found - skip add tag,effected
vpYtvCo5r8la9kmQuDGz,yes,question not found - skip add tag,effected
pReLryIfhiBa5WsteWJV,no,no,not-effected
4UZrf7ef09P2E7wJJTyN,no,no,not-effected
oBcXIpF5SdBc8agpSNMK,no,no,not-effected
7gYcDmpFvoYmeyOb5lew,yes,question not found - skip add tag,effected
5FCwUjsrLxbxtZIPSLTe,no,no,not-effected
V7ubaCtL8GuWMzgHyewK,yes,question found but answer not found - add tag,not-effected
yISxEN61OvMKQzGcaw8X,no,no,not-effected
z96EkniKKHXuttPNaMGj,no,no,not-effected
XUfxZObQeoeeYZRjAxMT,yes,question not found - skip add tag,effected
ZbEyCzz2BxZYg3Wzs1ou,yes,question not found - skip add tag,effected
MsGdZORhLpqpZDwGXZOg,no,no,not-effected
BL5EL4y1fOwPhOQpPmgI,no,no,not-effected
7T3QtMP2rDcB2w4sYdGW,yes,question not found - skip add tag,effected
5zIyi5Y5Vd7XAgAc4e5k,yes,question not found - skip add tag,effected
3K2Bjpjiiq5CVLWm6rcN,no,no,not-effected
fHqjbc1yWm2p1ayYORBx,no,no,not-effected
nPIYETZx8ynCpQXnpTiQ,yes,question not found - skip add tag,effected
s9F1mcQafff8D3Ua71ZD,yes,question not found - skip add tag,effected
AwB6GwID6fl9xSTrgHr8,yes,question not found - skip add tag,effected
b94NljDmdxEjecdI8Vdd,no,no,not-effected
txa7CFk00i3mmaup82yy,yes,question not found - skip add tag,effected
14uB3lUjjnW6FzxNrBtP,no,no,not-effected
05jwYEJ3pvO3gZLUFbms,yes,question not found - skip add tag,effected
vlDJ355WEKuKnKXdAP0K,yes,question not found - skip add tag,effected
8lcv1W1vPFTbPP7fEWqH,yes,question not found - skip add tag,effected
TjOpElAypzQNFdu2jp6S,yes,question not found - skip add tag,effected
pZ5VQ1FNe0u0rADuHqL8,no,no,not-effected
WQUH1NJd3SuTZ5p5zEwI,no,no,not-effected
wTb1GjOyufES5c2JOSEu,no,no,not-effected
nlXAbEUL1fCx3SCvek7Q,no,no,not-effected
npPG3vXhbNMawdoVO1lh,yes,question not found - skip add tag,effected
ZydcqkWFMSqEWSDeqxGY,yes,question not found - skip add tag,effected
vjhFmiAMGMaGaOleKkEE,no,no,not-effected
orW9gLNVdFxXFZqIFgZN,yes,question not found - skip add tag,effected
YSXFSM5zqwRMUQ1tXuJg,yes,question not found - skip add tag,effected
blVAOpfhBoGL4dQhN64Y,no,no,not-effected
PyTI89Cm2A4oUtdYzje2,no,no,not-effected
lfHxjSqoezwaVRckYVqs,yes,question not found - skip add tag,effected
GuVAA3HiC243ZSF2JY33,yes,question not found - skip add tag,effected
rnhnYeufGF8t6APPmGCd,yes,question not found - skip add tag,effected
wt36GZqjqB5jYLheRrlm,yes,question not found - skip add tag,effected
mjgfxq2bd3qAwMrwfoRP,yes,question not found - skip add tag,effected
y9AR9sWZLw9VwuXFPpJO,no,no,not-effected
YWUedfIu2o3d87flTXOQ,no,no,not-effected
K7umfimWUwhuSzSMBctq,no,no,not-effected
bBu5ACnMDdRzfqcX2ddF,yes,question not found - skip add tag,effected
MtWVi4MH65LQbUm9NggK,no,no,not-effected
kIUpexAk08qENvFQnnU9,no,no,not-effected
xqGLwR9gTenPAPDoSG0U,yes,question not found - skip add tag,effected
UvUrfcV6jG5BSIS9Dyyu,no,no,not-effected
uycye4jDOBYYnMVQGygG,no,no,not-effected
zhvcGZcbWbrqfOmPFV0B,no,no,not-effected
TlS0ldhzA78YgrYmxzZk,no,no,not-effected
9TqVstfoNp9h1zQGUegc,yes,question not found - skip add tag,effected
vxC5mlh8893T5rJFwNF6,no,no,not-effected
pKUMqhhLhePodq6MAn3J,yes,question not found - skip add tag,effected
cKTHrlAdDmA2e0brQ9wS,yes,question not found - skip add tag,effected
CNbvcelG1S5I7j7hEmU7,yes,question not found - skip add tag,effected
SkVIhasLnXNdFfVcFm3G,yes,question not found - skip add tag,effected
OaqSOSzfNTJJPoOYnATR,yes,question not found - skip add tag,effected
xrqBQ5wzklcnh9mhqGCy,yes,question not found - skip add tag,effected
A8Dr3vSUjehZkIiREcbU,no,no,not-effected
V9RCfIXcTxS46lE6Cs5z,yes,question not found - skip add tag,effected
NMlFjzv21eBqK4MgP0N9,yes,question found but answer not found - add tag,not-effected
YFtwcLQSxzOWt9pcM5AU,no,no,not-effected
fL6lBd9W8zzJaxP1M61s,yes,question not found - skip add tag,effected
QD39qU1mfRSVJZcDHNiV,no,no,not-effected
YLgOhpNoLhy2mxGSurMW,yes,question not found - skip add tag,effected
3FhIRMC0EifnGXU381GI,yes,question not found - skip add tag,effected
0q1WgIWXQMVYTYDyK9Su,yes,question not found - skip add tag,effected
Kso8MyggWAPJYPrFaKAz,yes,question not found - skip add tag,effected
MtVXmfD2TZljowvtXvi7,yes,question not found - skip add tag,effected
VwDbMK3Ba85tPxOWRhRB,no,no,not-effected
Wd2M63w28IcON4tjVz5O,no,no,not-effected
diauCrg5acWMCPgPQvcF,yes,question not found - skip add tag,effected
cWx3b28isxPRdaDSZMtk,yes,question not found - skip add tag,effected
5i3IaZo61iHirAAK200u,yes,question not found - skip add tag,effected
T7UGnAVeiz5bEe9JvUcL,yes,question not found - skip add tag,effected
3Li1VgHztTAKZ8ERTJjx,yes,question not found - skip add tag,effected
G4gdgfOwa0hrApIEX3B1,no,no,not-effected
UAIKaiho6RDagRJ27sSG,no,no,not-effected
fO3fElrcAU1M3yOzdyXo,yes,question found but answer not found - add tag,not-effected
umjebbO7PsvSgHADKbhD,no,no,not-effected
ATkV9NJuQNL1UeWDpG3F,no,no,not-effected
RLgLiBIUHM0Rpnre3peK,yes,question not found - skip add tag,effected
DnZNfPgADoFOXaKJRF8X,yes,question not found - skip add tag,effected
bq0cplTnJFezTAU16fAg,no,no,not-effected
ZiG2Ul8pPJ1eh4bGUJ0Z,yes,question not found - skip add tag,effected
UDX8EU7h2R2VCxJ5M8P4,no,no,not-effected
pqnsKRLdoUdjlsu0lv2k,yes,question found but answer not found - add tag,not-effected
j5Y2NX4xot7Bgf4pkinN,yes,question not found - skip add tag,effected
34HNjMoHjGVqEsquTDuq,yes,question found but answer not found - add tag,not-effected
ou8V9Ue3FDECR6Uj7OFZ,yes,question not found - skip add tag,effected
j5dFDkaYrbY5O6RrTx4O,yes,question not found - skip add tag,effected
Ca6yB5fxrZOCcY7U1laV,yes,question not found - skip add tag,effected
lu0ivrsjqijJ1KGaKhwf,yes,question not found - skip add tag,effected
ACJLzrq4WUkc6PaKgZfN,yes,question not found - skip add tag,effected
5ALfQfmLPA6fqawNFZQw,no,no,not-effected
FszCcORieaNEIizTMurG,yes,question not found - skip add tag,effected
OOTbM5Iq9VJlP5BmPFT4,no,no,not-effected
wDnosGTiSf16cEgk8yaS,no,no,not-effected
8iFVBBWynCZs8YTc4GTq,no,no,not-effected
pR0tO0soEywls0l6tsrY,yes,question not found - skip add tag,effected
2T4Fq4SkM4nCA3G1db8C,yes,question not found - skip add tag,effected
oPku5eHGl3MqpU6VC4CK,yes,question not found - skip add tag,effected
F7vHoTZUofGClGuM1wm8,yes,question not found - skip add tag,effected
qQnFdNYLxMfk8v59GVwd,yes,question not found - skip add tag,effected
bMVJQZNIdmfU54lQLgv1,no,no,not-effected
JRoZx0KHKP6V8hiK8mXT,yes,question not found - skip add tag,effected
j6ySNEK2WO0zX0H1oKiH,yes,question not found - skip add tag,effected
ln2QvNerBWtqucYtIyjn,yes,question not found - skip add tag,effected
hSttziaplZ3lumT19fo6,yes,question not found - skip add tag,effected
NhKXMNoo4nbUxAI1CnPK,no,no,not-effected
M0hUB9YigOnOPGCPFRVD,yes,question not found - skip add tag,effected
iMCJDMdFPzxazvUWkhIc,yes,question not found - skip add tag,effected
8CQymTvkZ0zGwHtSQFWn,no,no,not-effected
1e2BIRDg6IVfn8QnUHfN,yes,question not found - skip add tag,effected
IxrAZxaOkr5K6skM2025,yes,question not found - skip add tag,effected
r3dax7iquswJu00B4MxC,yes,question not found - skip add tag,effected
KUPM2LjyQL7v6S6OSXYN,no,no,not-effected
KOhLao5AlhCXDHxbBA11,no,no,not-effected
i26ddH83GeoK1bBzCs5x,no,no,not-effected
E8J6US5OwxkBGhEY2nPq,yes,question not found - skip add tag,effected
NUy6uqyrQj8Q8jefSatE,no,no,not-effected
b5aKrsYveTzWLAgMXfdB,yes,question not found - skip add tag,effected
vPVDydee41ITTELasMAB,yes,question not found - skip add tag,effected
CeHRHxhXaFAotqVLWdzA,yes,question not found - skip add tag,effected
7dPtuhvdBvZXsP4TTvB1,yes,question not found - skip add tag,effected
P3Vq6z17OTvhEs0el86A,yes,question not found - skip add tag,effected
7eDHol5KrE27OZz6cfK4,yes,question not found - skip add tag,effected
Urr53lwVWuAtMUaoIJ0W,yes,question not found - skip add tag,effected
GEv0Kk9MtWVSuyrlHbyS,yes,question not found - skip add tag,effected
hNk98zSaBKsqd67ddUwM,yes,question not found - skip add tag,effected
XycexfIB1ZEOPQIAsUD7,yes,question not found - skip add tag,effected
FJvoVUGCu5y4infGjIdA,no,no,not-effected
7Rf5YFYDkiQQm93shDXz,no,no,not-effected
AL8LzzJ3Ty0QVJFxRDld,no,no,not-effected
apQGvbEzuzgtXBC3Kg29,yes,question not found - skip add tag,effected
PYCHdVzvpz8C3zsE7JaZ,no,no,not-effected
uU2LjmLdQ0md1sGpl6gv,yes,question not found - skip add tag,effected
uJemkqC5xQUONAWB4Z4G,no,no,not-effected
aoq4MqV6oXLlfaC7KOwZ,no,no,not-effected
8PQ5EpbQEwBXL3ucWxTd,no,no,not-effected
CG1PrwigSGFoEeNk9aAv,no,no,not-effected
zSH2YBDjLvKwv4BSwlxD,no,no,not-effected
uyfLLwMwfSjqb4oyC9TP,yes,question not found - skip add tag,effected
7pIpZqzwUmgTalAXsKu1,no,no,not-effected
m37aI9oEGYF2ki3ZHHE1,no,no,not-effected
3dMXzSEs0QjtCu9tHVni,yes,question not found - skip add tag,effected
b5Vrn5p1MlBXHZygCuq3,no,no,not-effected
LmIW22gkule6mAZ02G8k,yes,question not found - skip add tag,effected
Rsjjgd1Ug99hkhzJ5wxo,no,no,not-effected
RcNxJR4fq3CwNNYORVLI,yes,question not found - skip add tag,effected
gv5aDbGcEmDs81rJriLQ,no,no,not-effected
TPDLECnCyBpoBIJLz2M6,yes,question not found - skip add tag,effected
oJSQC8iYDwoXmUQRCBLK,yes,question not found - skip add tag,effected
YQ6TAUPnkzfOQW9d8kkT,yes,question not found - skip add tag,effected
lwez6HDl2T3lqLX5WmB9,no,no,not-effected
Whu2A1Ox319BIPRPGurB,no,no,not-effected
F0Hri1wb6ATpJOfZaeNU,no,no,not-effected
9nuho5hXiqiIfG8TmbO9,yes,question not found - skip add tag,effected
ec8Q7lypH238LiX3C78y,yes,question not found - skip add tag,effected
eyf7Wp04a8IMWPBVyacn,yes,question not found - skip add tag,effected
psw4n93dRTkGUYqPHd4e,no,no,not-effected
9rFb2EbqXoXKRjkzHbaI,yes,question not found - skip add tag,effected
AInNPFFGt9EXallrhJtf,yes,question not found - skip add tag,effected
PZ2gGfozQ9eUzzMPfxqH,no,no,not-effected
04FQ0B6wzLQSXOnV6eu7,no,no,not-effected
kEDsGcOb9WwnuWfI53x2,no,no,not-effected
FdCknGd9ctfqfTBO9E0R,no,no,not-effected
xBzozAp07xWinLqoof8C,yes,question not found - skip add tag,effected
fG1mh72p70eORiOx7aDF,yes,question not found - skip add tag,effected
JOz0qnuDXL2W9Cc3b6tN,yes,question not found - skip add tag,effected
UACcl0ch6BbJ8eWuE1hC,no,no,not-effected
nuYlxYT4YO6BoOU5hdtp,no,no,not-effected
aRxw6EppanPNp3ghdnaq,yes,question not found - skip add tag,effected
HRlLZ0LItqh7Ob9dVrqF,yes,question not found - skip add tag,effected
Bz2phV5fyOklvBWsV7Bn,yes,question not found - skip add tag,effected
v50KQwNKS2bXMpJNjVhO,no,no,not-effected
2UvlguSRqArcpZJtNWZ1,no,no,not-effected
kJt0WYiR40CIPULw1Sc7,yes,question not found - skip add tag,effected
FvBNpWmqGukpcWmogDA7,no,no,not-effected
bStykbcINDcxHwiNFGLl,no,no,not-effected
TTflNqCv7gQ8vGdGPkzY,yes,question not found - skip add tag,effected
3ymIRTKaGGxBSHH8vYLi,yes,question not found - skip add tag,effected
tPM7ardb8u324qduhPDR,yes,question not found - skip add tag,effected
qmRXF3svUffSHkiw5fR7,yes,question not found - skip add tag,effected
8Hh0KuEpUbNOKP5eOlc5,yes,question not found - skip add tag,effected
QxE9I2wMgqoPeRtNPVxn,yes,question not found - skip add tag,effected
v0AhkR77ZvSFV37jdaZr,yes,question not found - skip add tag,effected
EHE0aXjgmidD1ZilOPX7,yes,question not found - skip add tag,effected
bOTKZ9zXCVxrpbl3pegq,no,no,not-effected
g2NEo4eVsDLlKal6yW1U,no,no,not-effected
6Ktf9vB799GKQUDNCU6E,no,no,not-effected
2XgWkKrMbcje8OAqt2Ai,yes,question not found - skip add tag,effected
qLWr9O4RhpxALpXaNNS8,yes,question not found - skip add tag,effected
ubfn7xyDYo6ZMr9BfrXp,no,no,not-effected
3BAcCgekB3G54I1bTk6A,no,no,not-effected
3Usbm5Ap7BQJJ4ljaisD,yes,question not found - skip add tag,effected
JRxE8tfUBjiUnKvpyZw8,yes,question not found - skip add tag,effected
0UNCq7VsLvYf3C3UUfkQ,yes,question not found - skip add tag,effected
xuDtPSRFKnjaS9bImhoI,no,no,not-effected
pgZNbinDlOpRqcE1fJqF,no,no,not-effected
Gvt0D5szKhiYDDE0Vwhw,yes,question not found - skip add tag,effected
Q7k5tl1gfAigPyYGBf2A,no,no,not-effected
km3RP1AGpJXoSIkamzmm,yes,question found but answer not found - add tag,not-effected
kx0MBI0NK5lFIpLZCIWQ,no,no,not-effected
0NL8hfka1ejZC4fX2xdL,yes,question not found - skip add tag,effected
cD1UPpetwqgL71OcG1wI,no,no,not-effected
EfWkeX5EmY4zacV1EVmG,no,no,not-effected
4GfEKiGpsTalQb02sXOF,yes,question found but answer not found - add tag,not-effected
Iv6MqycuQZU9yxufKjG2,yes,question not found - skip add tag,effected
qea2NIPZ9yZrr8orLOYi,no,no,not-effected
opnag0tNPzifka1Ekla7,yes,question not found - skip add tag,effected
zK3mPs4DTlMeYGDXBI34,yes,question not found - skip add tag,effected
PfL9lgkTP6Hz2T3lf6Dv,yes,question not found - skip add tag,effected
rmUzwoOTxPIdfsjVKgMa,yes,question not found - skip add tag,effected
jd2ifxX0Vv7STBPope2J,yes,question not found - skip add tag,effected
m7ceYWZjFqYgXOzn1bnB,no,no,not-effected
mPyTF6SUBbNfvmXdl4om,yes,question not found - skip add tag,effected
qeS8NYH2J0Hj1jgZBCPg,no,no,not-effected
IiNuS6cRGH8FX2tdqwjK,yes,question not found - skip add tag,effected
eDHFiLf9S6xeaGUS1LhW,no,no,not-effected
MnlcGYGykBgQnAy85oxe,no,no,not-effected
PZBVyLYVgqkJ82nGBYX7,yes,question not found - skip add tag,effected
ZFHlwJlbFAssp3hEv9A3,no,no,not-effected
PFeja14gKE4w2rxhFsLS,yes,question not found - skip add tag,effected
ADvdAcfzkQsKz7n4A4I2,no,no,not-effected
FuwoQ2iDioZc69MW3WPW,yes,question not found - skip add tag,effected
Dqt9SUqCVk7hDNmmoLYN,no,no,not-effected
bXVhjP0EV9cK6nCcpHnm,no,no,not-effected
MoAAxHhLqMP3AJydvLys,yes,question not found - skip add tag,effected
QBWNB1k41Dq92XtomVPn,no,no,not-effected
aGcREe6075EdwYIAlAqs,yes,question not found - skip add tag,effected
JH8wd7tXSp9DyjVIj5Kp,yes,question not found - skip add tag,effected
x0nKQqrs0oWj1QNkx9XI,no,no,not-effected
cyzSKItNKxNmK7Tk7bmG,yes,question not found - skip add tag,effected
DnpZEGTFNG7Nb2mymYip,yes,question not found - skip add tag,effected
IYiQjMptX8zIhNDtt71p,no,no,not-effected
FiCuvFVC8GAUU4i1XpkE,no,no,not-effected
WqEB2j7SjA1EzZ2NhTbi,yes,question not found - skip add tag,effected
483gHQnXbjGgYyrQ9tnd,no,no,not-effected
gDoUWSm5xZeuR2dcvFwa,yes,question not found - skip add tag,effected
XJKkvLPVljvPipoeAMH9,no,no,not-effected
lgve5GnH9xzBrGrNBXtE,yes,question not found - skip add tag,effected
fnRADBXPpbuAEE28yk4p,no,no,not-effected
GyTJwcv4TxPwozKVYFCj,yes,question not found - skip add tag,effected
CRUkdgwBguLfZXqnbNZw,yes,question not found - skip add tag,effected
P1x92vnqK1FfHr9JMqCR,no,no,not-effected
TSfQmddR4a9D6YOvBDuB,yes,question found but answer not found - add tag,not-effected
oKWZMQCEesU0sX7k6Rq1,yes,question not found - skip add tag,effected
tDhvv4wnmWjV51jJqpM4,no,no,not-effected
XBByTxUFbYJBENO7ndxH,no,no,not-effected
c8tv7SzhY6X3SdXacISq,yes,question not found - skip add tag,effected
PCswe3gEyFBYL8A9CgVk,yes,question not found - skip add tag,effected
hjKlHnhBEqKNUL53i20d,no,no,not-effected
yhZdNjbiBuXfXI4CilO2,no,no,not-effected
d3r3KRiqGBycjpvzuVQQ,yes,question not found - skip add tag,effected
Y5mfIGePvrbBCJyLCUME,yes,question not found - skip add tag,effected
4C9WrW264JP20FVSB4iO,no,no,not-effected
vdB9IXDOeETsPqPlDQhF,no,no,not-effected
JDfgIhlKf1PKbnKVEpdj,no,no,not-effected
Z1Q2GmaORKcjmi5Hpk9i,no,no,not-effected
vP57ZWAcGf1FZevSy3Xz,no,no,not-effected
0t3fDGz8wWRgPmTS0L24,yes,question not found - skip add tag,effected
EfUjY5aIH0VyzRsjzm5y,no,no,not-effected
hNaK7UgffU37vRrvcjZb,yes,question not found - skip add tag,effected
5R9oDxNxZk5p5CGEhJin,no,no,not-effected
on7v56RdjxzXmao72H79,yes,question not found - skip add tag,effected
3P8jmRr5T7MaAcMZrrKr,yes,question not found - skip add tag,effected
H6zpppyjyI5eecgLZhNg,no,no,not-effected
omyXOOeSzZ3eH92Nnw93,yes,question not found - skip add tag,effected
wRVErAzoW2zFkOTUNxQX,no,no,not-effected
rbPz7aiF9F5gbyer4ISb,yes,question not found - skip add tag,effected
MnKIwaYJctyaabBgflaZ,no,no,not-effected
FY8yTqaurrScos9dCHIe,no,no,not-effected
vKqNLJZ95Iej2eq5XBM8,yes,question not found - skip add tag,effected
8u2Xf1njeXHIk6kR1nfb,yes,question not found - skip add tag,effected
lEEqnbGaL1qI5FH3gjXb,no,no,not-effected
79SZhxyPFZ4NqQ02ZO3e,no,no,not-effected
kHMwYOWo7JeP7FTlrEkR,no,no,not-effected
6LG7jl6E4yP2VH4ORqcA,yes,question not found - skip add tag,effected
EcatQ20l0LW6Zgr3cSvu,yes,question not found - skip add tag,effected
ZgkqDoD2vdsl2S2EqlVE,no,no,not-effected
hhhTDFR5n8DFn4A7ztS1,yes,question not found - skip add tag,effected
ip9IvrAC28SfBPmrUVOE,yes,question not found - skip add tag,effected
wTNzMc5AxrpEfi7PTLs8,yes,question not found - skip add tag,effected
Nly3Kw2iLtVSznz7QvIC,yes,question not found - skip add tag,effected
hV0TyQbO5cuKdJ72PSK6,no,no,not-effected
hPFuudB5sHX1qnG7d0TJ,yes,question not found - skip add tag,effected
nhgrXasH8ReYnv8ci9rG,yes,question not found - skip add tag,effected
4C3GfH385OmdBuKfTcAz,yes,question not found - skip add tag,effected
rnKHdUSYDs75DMicK0aZ,yes,question not found - skip add tag,effected
5J93rgVSoJmTLVU6cOHn,yes,question not found - skip add tag,effected
Qwg3twTGgvhN1p5dnrGS,no,no,not-effected
ua3fU9b1FmOSz7sNZGtj,yes,question not found - skip add tag,effected
6AkcQ1jxrAqSxy3v9S5N,no,no,not-effected
bXWUt3hx4KIbYrKM01hZ,yes,question not found - skip add tag,effected
SjK5GeGpwVr5GYvyEA8Y,no,no,not-effected
oOe5ulIwgzyJDlAkb8tV,no,no,not-effected
45FtQsfE2g8jr7w4wDfq,yes,question not found - skip add tag,effected
gR6Ztht4oIFS0K7bacov,yes,question not found - skip add tag,effected
0r2hQhLc9IKi7XWqISEf,no,no,not-effected
sPGNrKWjlLu9MllO1gvv,yes,question not found - skip add tag,effected
8JHJQaAtVfpTfgFC5Q16,yes,question found but answer not found - add tag,not-effected
TykwyipRt7ugYfsHeCP4,yes,question not found - skip add tag,effected
UvSLU7QGko5k5V4MhtVs,yes,question not found - skip add tag,effected
mB9hwmmRom8r9c36THp6,yes,question not found - skip add tag,effected
43CthfvR1xnglBRc0FhZ,yes,question not found - skip add tag,effected
NJgWyjKzuWsvjsompO3k,no,no,not-effected
nc4DjGm0hhcP5sfC9J13,yes,question found but answer not found - add tag,not-effected
pyt7VzxlTU93TmLmoO1Q,yes,question not found - skip add tag,effected
PIDtMiZQpyqkOhugOce3,yes,question not found - skip add tag,effected
677DjXUJg5sSoTsgQ27Z,yes,question not found - skip add tag,effected
VUjGNc6hNaXj5NNvGb2e,yes,question not found - skip add tag,effected
svNi5m63JHSBOIIY8jQN,no,no,not-effected
9G7GeKnunEqQua6Vphfc,no,no,not-effected
zlvXkPijTGuKAR6PxZFU,yes,question not found - skip add tag,effected
ngJnZpLatw69Jnf4Amao,yes,question not found - skip add tag,effected
6xf6mqNZKDmtSV3m5b3N,no,no,not-effected
EDDqrjxyY3byWhj93C5a,no,no,not-effected
u0S7uInVkPKBLxEtdzu1,yes,question not found - skip add tag,effected
q0rF3UUdiYHQ32IZ0Y3Z,yes,question not found - skip add tag,effected
tUBeUYdHFZsXaLC5HrZQ,no,no,not-effected
IIGQUqp60xca0AEQYjgb,no,no,not-effected
L6k698vD3zGC2xU8rFr9,yes,question not found - skip add tag,effected
mhDcKbzZOT0C7aMx53i2,yes,question not found - skip add tag,effected
QOsbM0n3fnS0AFtaANE7,yes,question found but answer not found - add tag,not-effected
Tb8vAr0jImyo4WAkqV4O,yes,question not found - skip add tag,effected
qhPD5980SdTw0LNyS32T,yes,question not found - skip add tag,effected
bSlaopdVIXrnWMNsb3NX,yes,question not found - skip add tag,effected
R8KOBBTCrrsObKofJFER,yes,question not found - skip add tag,effected
N89Knw8gfcONpEY31Fkr,yes,question not found - skip add tag,effected
uaDBYvMHJtpR2PWUNZEp,yes,question not found - skip add tag,effected
XvbE2FYu0Y6RJJVChkI6,yes,question not found - skip add tag,effected
